编号,开始答题时间,结束答题时间,答题时长,1.你收到来自“CEO助理”的内部文件审批请求，文件命名为“Q2财报审计_内部限定”，邮件已标记为“紧急”，而你平时并不直接向CEO汇报。你会？,2.如果公司邮件地址中拼写错误极不明显（如“admin-secure” vs “admin-secuer”），但发件人是“首席信息官”，你是否仍会信任内容？,3.如果某封邮件声称“已知你在某个会议上表现出色，现被邀请加入高管战略小组”，请在24小时内点击以下链接确认意向。”邮件使用公司信头、领导署名，并抄送了HR。你会怎么做？,4.某人声称是“公司法律顾问”，通过微信添加你为好友，并表示需要你协助提供你部门某份合同副本。他在微信中提到“已有CEO授权”，但没有附带任何公司内部邮件或凭证。你会？,5.以下哪类“权威角色”的邮件对你而言最具说服力？,6.你在午休时收到一条短信：“你的HR报税信息存在错误，请在30分钟内上传补充资料，否则工资账户将被冻结”。你此时人不在电脑前，你会？,7.你是否觉得，如果一个问题“设定了紧急倒计时”，你会更难暂停判断其真实性？,8.某邮件说“你的系统疑似中木马，需立即点击修复链接”。你打开电脑发现运行正常，你会？,9.你是否曾在压力较大、时间紧迫的时候更容易在网络上做出不理性点击？,10.哪类语言最可能激发你即时行动？,11.你在线填写了一个看似官方的调查问卷，并提交了邮箱，现在系统提示你“仅需最后一步”输入手机号激活抽奖功能。你会？,12.你是否有过“已经开始了就别白费”的心理，即使你开始怀疑对方意图？,13.一位老客户在社交平台推荐你参与某安全认证流程，你填了前几步资料后，被要求提交身份证复印件和签名，你会？,14.下列哪种场景最容易让你因“投入成本”继续执行？,15.你是否曾在填写敏感信息过程中想过“都填了一半了，再填点也无所谓”？,16.一个与你在同一微信群、但从未私聊过的人突然发来文件，说“看看这个报告，我觉得你会感兴趣”。你会？,17.你收到的链接是短链接（如 bit.ly），但出现在你常用的公司通知频道中。这种情况下你会：,18.在收到的内容中，以下哪一项最容易降低你的判断力？,19.你是否倾向于“对老熟人少设防”？,20.你在朋友圈看见熟人转发的第三方“福利注册”链接，点开后页面熟悉但需输入银行卡验证信息，你会？,21.当你收到“系统漏洞警告”时，你的第一反应是？,22.朋友说“我从不安杀毒软件也没中过毒”，你会？,23.公司要求全员修改密码，你的想法是？,24.看到“99%用户已升级安全补丁”通知，你会？,25.对“网络诈骗高发”新闻的态度？,26.填完抽奖问卷90%内容后，被要求输入银行卡号，你会？,27.员工多次泄露数据但因熟悉业务未被开除。再次违规时你会？,28.已向陌生网友透露家庭地址，对方再索要身份证照片，你会？,29.花费2小时下载的“免费软件”报毒，你会？,30.订阅服务自动续费高价套餐，你会？,31.开发团队为赶工期提议跳过代码安全审计。你会？,32.你在一个技术交流群看到多人分享“最新黑客工具下载链接”，并留言“亲测可用！”。此时你会？,33.公司要求启用复杂密码，但同事都在用简单密码+便签记录。你的做法是？,34.某高危漏洞被曝光，但部门无人打补丁，理由是“没出过事”。你会？,35.为快速处理客户数据，团队提议禁用加密以提升效率。你会？,36.您的性别是？,37.到目前为止，您的最高学历(包括在读)是？,38.您的年龄是？,语言,清洗数据结果,智能清洗数据无效概率,地理位置国家和地区,地理位置省,地理位置市,自定义字段,IP,UA,Referrer
263,2025/6/16 14:58,2025/6/16 15:06,459,C.联系上级确认指令真实性,B.看内容判断,C.联系你的直属上司或HR核实是否确有其事,A.询问该法律顾问的公司邮箱地址，要求通过公司渠道沟通,B.法律合规部,D.联系HR或IT部门官方电话确认后再行动,A.否，我会忽略倒计时并优先验证真实性,C.检查邮件发件人地址是否为公司官方域名,B.否，我通常会保持冷静核实,D.“信息安全异常警告”,C.拒绝提供，意识到可能是收集个人信息的骗局,A.视情况而定，比如对平台信任度,B.仅提交模糊处理的复印件并加水印“仅限XX用途”,A.已输入大量资料,B.是，有时会这样（即使有疑虑，仍继续提交）,A.先私聊询问对方身份和文件用途,B.联系IT部门确认链接是否合法,D.曾经出现过类似内容,D.是，认识的人发的链接/文件会更放心,A.检查网址域名是否与官方一致（如拼写错误）,B.立即检查并更新系统,A.不确定，但自己仍会安装,A.立即按要求修改为复杂密码,D.手动关闭通知,B.学习反诈知识并提醒家人,A.联系主办方核实,A.停职并重新评估权限,B.立即终止联系,D.删除并全盘扫描,D.对比其他服务再决定,D.要求开发者自行担保安全性,A.检查文件哈希值是否公开验证过,C.坚持使用密码管理器生成强密码,A.立即更新并标记为紧急任务,A.拒绝，要求优化加密算法而非取消,B.女,B.高中/中专/技校,A.18岁以下,简体中文,未清洗,,中国,辽宁省,鞍山市,,240e:40c:3200:25fc:9414:7d80:c652:cc00,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_10 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.59(0x18003b2e) NetType/WIFI Language/zh_CN miniProgram/wxebadf544ddae62cb",
262,2025/6/16 15:04,2025/6/16 15:06,103,C.联系上级确认指令真实性,D.明确拒绝,C.联系你的直属上司或HR核实是否确有其事,A.询问该法律顾问的公司邮箱地址，要求通过公司渠道沟通,B.法律合规部,B.立即用手机登录公司系统核实通知真实性,B.视情况而定，如果是常用平台可能会相信,B.全盘杀毒扫描，但暂不点击邮件链接,B.否，我通常会保持冷静核实,A.“公司等级安全升级要求”,B.输入手机号完成抽奖，反正之前已提交邮箱了,A.视情况而定，比如对平台信任度,D.要求对方提供官方认证资质后再决定,A.已输入大量资料,B.是，有时会这样（即使有疑虑，仍继续提交）,A.先私聊询问对方身份和文件用途,A.先检查短链接的真实性（如鼠标悬停看真实URL）,D.曾经出现过类似内容,C.看熟悉程度，同事/同学可能降低警惕,B.举报该链接，并用安全软件扫描手机,B.立即检查并更新系统,B.反驳，提供近期勒索病毒案例,A.立即按要求修改为复杂密码,A.等电脑提醒再行动,C.稍微注意但不改变习惯,B.放弃并退出页面,B.归因于系统缺陷而非个人,A.谎称没有身份证,B.相信误报继续使用,A.立即取消订阅,C.“先上线，漏洞后期修复”,D.在虚拟机中测试后再决定,C.坚持使用密码管理器生成强密码,A.立即更新并标记为紧急任务,A.拒绝，要求优化加密算法而非取消,B.女,B.高中/中专/技校,A.18岁以下,简体中文,未清洗,,中国,辽宁省,鞍山市,,240e:40d:3301:e46c:6881:fdb6:9ec0:e811,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.59(0x18003b2e) NetType/4G Language/zh_CN miniProgram/wxebadf544ddae62cb",
261,2025/6/16 14:56,2025/6/16 15:06,580,C.联系上级确认指令真实性,B.看内容判断,B.仔细检查邮件地址、链接域名是否属实,A.询问该法律顾问的公司邮箱地址，要求通过公司渠道沟通,B.法律合规部,D.联系HR或IT部门官方电话确认后再行动,B.视情况而定，如果是常用平台可能会相信,B.全盘杀毒扫描，但暂不点击邮件链接,B.否，我通常会保持冷静核实,D.“信息安全异常警告”,C.拒绝提供，意识到可能是收集个人信息的骗局,A.视情况而定，比如对平台信任度,B.仅提交模糊处理的复印件并加水印“仅限XX用途”,A.已输入大量资料,A.否，一旦怀疑就立即停止（无论已填多少）,B.用杀毒软件扫描文件，确认安全后再打开,A.先检查短链接的真实性（如鼠标悬停看真实URL）,D.曾经出现过类似内容,C.看熟悉程度，同事/同学可能降低警惕,B.举报该链接，并用安全软件扫描手机,B.立即检查并更新系统,A.不确定，但自己仍会安装,A.立即按要求修改为复杂密码,A.等电脑提醒再行动,B.学习反诈知识并提醒家人,B.放弃并退出页面,A.停职并重新评估权限,B.立即终止联系,D.删除并全盘扫描,D.对比其他服务再决定,A.推迟上线，完成审计,A.检查文件哈希值是否公开验证过,C.坚持使用密码管理器生成强密码,A.立即更新并标记为紧急任务,A.拒绝，要求优化加密算法而非取消,B.女,B.高中/中专/技校,B.18~24岁,简体中文,未清洗,,中国,辽宁省,鞍山市,,59.44.152.122,"Mozilla/5.0 (Linux; Android 15; PLA110 Build/UKQ1.231108.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340123 MMWEBSDK/20250201 MMWEBID/4633 MicroMessenger/8.0.58.2841(0x28003A52) WeChat/arm64",
260,2025/6/16 15:00,2025/6/16 15:06,357,A.打开文件查看内容,B.看内容判断,B.仔细检查邮件地址、链接域名是否属实,A.询问该法律顾问的公司邮箱地址，要求通过公司渠道沟通,D.人力资源主管,D.联系HR或IT部门官方电话确认后再行动,B.视情况而定，如果是常用平台可能会相信,C.检查邮件发件人地址是否为公司官方域名,A.可能有过，但不确定是否造成风险,A.“公司等级安全升级要求”,A.检查问卷网址是否官方（如gov/com/org域名）,A.视情况而定，比如对平台信任度,A.暂停操作，联系该客户核实是否确有其事,A.已输入大量资料,A.否，一旦怀疑就立即停止（无论已填多少）,A.先私聊询问对方身份和文件用途,A.先检查短链接的真实性（如鼠标悬停看真实URL）,A.署名为常联系同事,A.否，无论多熟都会先验证真实性,A.检查网址域名是否与官方一致（如拼写错误）,A.转发给IT部门确认,A.不确定，但自己仍会安装,A.立即按要求修改为复杂密码,A.等电脑提醒再行动,A.“这种事不会发生在我身上”,A.联系主办方核实,A.停职并重新评估权限,A.谎称没有身份证,A.在虚拟机中测试,A.立即取消订阅,A.推迟上线，完成审计,A.检查文件哈希值是否公开验证过,A.向IT部门投诉政策不合理,A.立即更新并标记为紧急任务,A.拒绝，要求优化加密算法而非取消,A.男,B.高中/中专/技校,A.18岁以下,简体中文,未清洗,,中国,辽宁省,鞍山市,,123.186.26.21,"Mozilla/5.0 (Linux; Android 15; V2241HA Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340129 MMWEBSDK/20250201 MMWEBID/7 MicroMessenger/8.0.60.2860(0x28003C3A) WeChat/arm6",
259,2025/6/16 14:56,2025/6/16 15:06,582,C.联系上级确认指令真实性,D.明确拒绝,B.仔细检查邮件地址、链接域名是否属实,A.询问该法律顾问的公司邮箱地址，要求通过公司渠道沟通,B.法律合规部,D.联系HR或IT部门官方电话确认后再行动,C.是，时间压力会让我更可能快速响应,B.全盘杀毒扫描，但暂不点击邮件链接,B.否，我通常会保持冷静核实,B.“否则账户将锁定”,C.拒绝提供，意识到可能是收集个人信息的骗局,D.是，总想坚持到最后避免“浪费”已投入的信息,D.要求对方提供官方认证资质后再决定,A.已输入大量资料,A.否，一旦怀疑就立即停止（无论已填多少）,B.用杀毒软件扫描文件，确认安全后再打开,B.联系IT部门确认链接是否合法,C.出现在熟悉应用（如Slack、微信）,A.否，无论多熟都会先验证真实性,B.举报该链接，并用安全软件扫描手机,B.立即检查并更新系统,B.反驳，提供近期勒索病毒案例,A.立即按要求修改为复杂密码,C.担心漏洞风险，立刻升级,B.学习反诈知识并提醒家人,A.联系主办方核实,A.停职并重新评估权限,B.立即终止联系,C.关闭杀毒软件强制安装,B.投诉平台诱导消费,D.要求开发者自行担保安全性,A.检查文件哈希值是否公开验证过,C.坚持使用密码管理器生成强密码,A.立即更新并标记为紧急任务,A.拒绝，要求优化加密算法而非取消,B.女,B.高中/中专/技校,A.18岁以下,简体中文,未清洗,,中国,辽宁省,,,123.184.142.165,"Mozilla/5.0 (Linux; Android 15; REA-AN00 Build/HONORREA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340129 MMWEBSDK/20250201 MMWEBID/260 MicroMessenger/8.0.58.2841(0x28003A52) WeChat/arm64 ",
258,2025/6/16 14:58,2025/6/16 15:06,455,C.联系上级确认指令真实性,B.看内容判断,C.联系你的直属上司或HR核实是否确有其事,C.通知你的部门主管，确认对方身份后再做回应,B.法律合规部,D.联系HR或IT部门官方电话确认后再行动,A.否，我会忽略倒计时并优先验证真实性,B.全盘杀毒扫描，但暂不点击邮件链接,A.可能有过，但不确定是否造成风险,C.“仅限今日，立即完成”,C.拒绝提供，意识到可能是收集个人信息的骗局,C.否，一旦怀疑会立刻停止,A.暂停操作，联系该客户核实是否确有其事,D.前期已有他人推荐,A.否，一旦怀疑就立即停止（无论已填多少）,A.先私聊询问对方身份和文件用途,B.联系IT部门确认链接是否合法,B.使用了内部术语和缩写,A.否，无论多熟都会先验证真实性,D.关闭页面，并私聊朋友确认是否账号被盗,B.立即检查并更新系统,B.反驳，提供近期勒索病毒案例,A.立即按要求修改为复杂密码,C.担心漏洞风险，立刻升级,B.学习反诈知识并提醒家人,B.放弃并退出页面,A.停职并重新评估权限,B.立即终止联系,D.删除并全盘扫描,A.立即取消订阅,A.推迟上线，完成审计,C.举报链接，提醒群管理员,C.坚持使用密码管理器生成强密码,A.立即更新并标记为紧急任务,A.拒绝，要求优化加密算法而非取消,B.女,B.高中/中专/技校,A.18岁以下,简体中文,未清洗,,中国,辽宁省,鞍山市,,59.44.152.122,"Mozilla/5.0 (Linux; Android 15; PKL110 Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340129 MMWEBSDK/20250201 MMWEBID/2507 MicroMessenger/8.0.60.2860(0x28003C3A) WeChat/arm64",
257,2025/6/16 14:58,2025/6/16 15:05,451,C.联系上级确认指令真实性,B.看内容判断,C.联系你的直属上司或HR核实是否确有其事,C.通知你的部门主管，确认对方身份后再做回应,C.高级财务审计师,D.联系HR或IT部门官方电话确认后再行动,A.否，我会忽略倒计时并优先验证真实性,C.检查邮件发件人地址是否为公司官方域名,B.否，我通常会保持冷静核实,D.“信息安全异常警告”,A.检查问卷网址是否官方（如gov/com/org域名）,A.视情况而定，比如对平台信任度,D.要求对方提供官方认证资质后再决定,A.已输入大量资料,B.是，有时会这样（即使有疑虑，仍继续提交）,A.先私聊询问对方身份和文件用途,B.联系IT部门确认链接是否合法,D.曾经出现过类似内容,A.否，无论多熟都会先验证真实性,D.关闭页面，并私聊朋友确认是否账号被盗,A.转发给IT部门确认,B.反驳，提供近期勒索病毒案例,A.立即按要求修改为复杂密码,A.等电脑提醒再行动,B.学习反诈知识并提醒家人,A.联系主办方核实,A.停职并重新评估权限,C.反向调查对方身份,A.在虚拟机中测试,B.投诉平台诱导消费,D.要求开发者自行担保安全性,D.在虚拟机中测试后再决定,C.坚持使用密码管理器生成强密码,A.立即更新并标记为紧急任务,A.拒绝，要求优化加密算法而非取消,B.女,B.高中/中专/技校,A.18岁以下,简体中文,未清洗,,中国,辽宁省,辽阳市,,240e:40f:9600:5085:fc0e:5990:713a:6841,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.59(0x18003b2e) NetType/4G Language/zh_CN miniProgram/wxebadf544ddae62cb",
256,2025/6/16 14:53,2025/6/16 15:05,736,C.联系上级确认指令真实性,B.看内容判断,C.联系你的直属上司或HR核实是否确有其事,C.通知你的部门主管，确认对方身份后再做回应,B.法律合规部,D.联系HR或IT部门官方电话确认后再行动,B.视情况而定，如果是常用平台可能会相信,B.全盘杀毒扫描，但暂不点击邮件链接,B.否，我通常会保持冷静核实,D.“信息安全异常警告”,C.拒绝提供，意识到可能是收集个人信息的骗局,A.视情况而定，比如对平台信任度,D.要求对方提供官方认证资质后再决定,B.系统已承诺奖品,C.视情况而定（取决于网站可信度或信息重要性）,B.用杀毒软件扫描文件，确认安全后再打开,B.联系IT部门确认链接是否合法,D.曾经出现过类似内容,A.否，无论多熟都会先验证真实性,B.举报该链接，并用安全软件扫描手机,B.立即检查并更新系统,C.建议他至少启用防火墙,A.立即按要求修改为复杂密码,A.等电脑提醒再行动,B.学习反诈知识并提醒家人,B.放弃并退出页面,A.停职并重新评估权限,C.反向调查对方身份,D.删除并全盘扫描,D.对比其他服务再决定,A.推迟上线，完成审计,C.举报链接，提醒群管理员,D.写下来但锁在抽屉里,A.立即更新并标记为紧急任务,D.仅对非敏感数据放行,A.男,B.高中/中专/技校,B.18~24岁,简体中文,未清洗,,中国,辽宁省,鞍山市,,240e:40f:3300:340b:d025:fbff:fe04:f733,"Mozilla/5.0 (Linux; Android 15; V2408A Build/AP3A.240905.015.A2_V0101L11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340123 MMWEBSDK/20250201 MMWEBID/7561 MicroMessenger/8.0.60.2860(0x28003C39) ",
255,2025/6/16 14:56,2025/6/16 15:05,539,C.联系上级确认指令真实性,B.看内容判断,C.联系你的直属上司或HR核实是否确有其事,C.通知你的部门主管，确认对方身份后再做回应,C.高级财务审计师,A.忽略短信，等回到电脑再处理,C.是，时间压力会让我更可能快速响应,B.全盘杀毒扫描，但暂不点击邮件链接,A.可能有过，但不确定是否造成风险,B.“否则账户将锁定”,C.拒绝提供，意识到可能是收集个人信息的骗局,A.视情况而定，比如对平台信任度,A.暂停操作，联系该客户核实是否确有其事,D.前期已有他人推荐,C.视情况而定（取决于网站可信度或信息重要性）,C.直接忽略或删除，不打开陌生文件,A.先检查短链接的真实性（如鼠标悬停看真实URL）,A.署名为常联系同事,C.看熟悉程度，同事/同学可能降低警惕,D.关闭页面，并私聊朋友确认是否账号被盗,B.立即检查并更新系统,C.建议他至少启用防火墙,A.立即按要求修改为复杂密码,D.手动关闭通知,C.稍微注意但不改变习惯,D.虚构一个卡号提交,A.停职并重新评估权限,C.反向调查对方身份,D.删除并全盘扫描,A.立即取消订阅,D.要求开发者自行担保安全性,A.检查文件哈希值是否公开验证过,D.写下来但锁在抽屉里,A.立即更新并标记为紧急任务,D.仅对非敏感数据放行,B.女,B.高中/中专/技校,A.18岁以下,简体中文,未清洗,,中国,辽宁省,鞍山市,,2409:8915:3061:2b4f:cc49:57ff:fe16:6b9f,"Mozilla/5.0 (Linux; Android 14; 23013RK75C Build/UKQ1.230804.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340123 MMWEBSDK/20250201 MMWEBID/4253 MicroMessenger/8.0.60.2860(0x28003C3A) WeChat/a",
254,2025/6/16 14:54,2025/6/16 15:05,674,B.回复询问对方身份,B.看内容判断,B.仔细检查邮件地址、链接域名是否属实,A.询问该法律顾问的公司邮箱地址，要求通过公司渠道沟通,D.人力资源主管,B.立即用手机登录公司系统核实通知真实性,B.视情况而定，如果是常用平台可能会相信,C.检查邮件发件人地址是否为公司官方域名,A.可能有过，但不确定是否造成风险,D.“信息安全异常警告”,C.拒绝提供，意识到可能是收集个人信息的骗局,D.是，总想坚持到最后避免“浪费”已投入的信息,D.要求对方提供官方认证资质后再决定,A.已输入大量资料,D.不确定（没特别注意过自己的心理状态）,A.先私聊询问对方身份和文件用途,A.先检查短链接的真实性（如鼠标悬停看真实URL）,D.曾经出现过类似内容,D.是，认识的人发的链接/文件会更放心,D.关闭页面，并私聊朋友确认是否账号被盗,A.转发给IT部门确认,C.建议他至少启用防火墙,B.改密码但用简单易记的组合,C.担心漏洞风险，立刻升级,B.学习反诈知识并提醒家人,B.放弃并退出页面,A.停职并重新评估权限,B.立即终止联系,D.删除并全盘扫描,A.立即取消订阅,D.要求开发者自行担保安全性,D.在虚拟机中测试后再决定,D.写下来但锁在抽屉里,A.立即更新并标记为紧急任务,B.允许但缩短禁用时间至1小时,B.女,C.大学专科,B.18~24岁,简体中文,未清洗,,中国,辽宁省,鞍山市,,240e:40e:3301:fcb7::1,"Mozilla/5.0 (Linux; Android 14; PGBM10 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340123 MMWEBSDK/20250201 MMWEBID/4909 MicroMessenger/8.0.60.2860(0x28003C39) WeChat/arm64",
253,2025/6/16 14:54,2025/6/16 15:05,711,A.打开文件查看内容,B.看内容判断,C.联系你的直属上司或HR核实是否确有其事,B.删除好友，并举报此行为为社工诈骗,B.法律合规部,B.立即用手机登录公司系统核实通知真实性,A.否，我会忽略倒计时并优先验证真实性,B.全盘杀毒扫描，但暂不点击邮件链接,B.否，我通常会保持冷静核实,B.“否则账户将锁定”,C.拒绝提供，意识到可能是收集个人信息的骗局,C.否，一旦怀疑会立刻停止,A.暂停操作，联系该客户核实是否确有其事,D.前期已有他人推荐,A.否，一旦怀疑就立即停止（无论已填多少）,C.直接忽略或删除，不打开陌生文件,B.联系IT部门确认链接是否合法,C.出现在熟悉应用（如Slack、微信）,C.看熟悉程度，同事/同学可能降低警惕,D.关闭页面，并私聊朋友确认是否账号被盗,D.忽略，等出现问题时再处理,C.建议他至少启用防火墙,D.拖延几天再处理,A.等电脑提醒再行动,B.学习反诈知识并提醒家人,B.放弃并退出页面,D.加强监控但不处罚,C.反向调查对方身份,C.关闭杀毒软件强制安装,A.立即取消订阅,C.“先上线，漏洞后期修复”,C.举报链接，提醒群管理员,C.坚持使用密码管理器生成强密码,A.立即更新并标记为紧急任务,A.拒绝，要求优化加密算法而非取消,B.女,D.大学本科,B.18~24岁,简体中文,未清洗,,中国,辽宁省,鞍山市,,2409:8915:3069:2747:b0d9:fbff:fe95:a8cf,"Mozilla/5.0 (Linux; Android 14; V2283A Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340123 MMWEBSDK/20250201 MMWEBID/5787 MicroMessenger/8.0.58.2841(0x28003A52) WeChat/arm64",
